feature_id,version,release_date,feature_name,category,group_id,subgroup_id,engineer_id,models,hardware,description,dev_start_date,feature_complete_date,release_complete_date,lifecycle_status,hw_requirement
F0573,2024.2.6,"February 10, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E03,,"HW3,HW4",,2023-12-18,2024-01-31,2024-02-10,released,"HW3,HW4"
F0574,2024.2.6,"February 10, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2023-12-22,2024-01-27,2024-02-10,released,"HW3,HW4"
F0575,2024.2.6,"February 10, 2024",More Efficient Charging,New Feature,4,402,E05,,"HW3,HW4",,2023-12-29,2024-02-02,2024-02-10,released,"HW3,HW4"
F0576,2024.2.6,"February 10, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2023-12-21,2024-02-01,2024-02-10,released,"HW3,HW4"
F0577,2024.2.6,"February 10, 2024",Unlock Buttons,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-17,2024-01-27,2024-02-10,released,"HW3,HW4"
F0578,2024.2.6,"February 10, 2024",Trips Menu Redesign,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-19,2024-01-27,2024-02-10,released,"HW3,HW4"
F0579,2024.2.6,"February 10, 2024",Supercharging Tips,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-12-18,2024-02-03,2024-02-10,released,"HW3,HW4"
F0580,2024.2.6,"February 10, 2024",PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-12-22,2024-01-28,2024-02-10,released,"HW3,HW4"
F0581,2024.2.6,"February 10, 2024",All Apps Menu,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-22,2024-01-27,2024-02-10,released,"HW3,HW4"
F0582,2024.2.6,"February 10, 2024",Additional Vehicle Info,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-24,2024-01-30,2024-02-10,released,"HW3,HW4"
F0583,2024.2.6,"February 10, 2024",Software Version in App,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-21,2024-02-02,2024-02-10,released,"HW3,HW4"
F0584,2024.20,"May 25, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-04-08,2024-05-17,2024-05-25,released,"HW3,HW4"
F0585,2024.20,"May 25, 2024",Adaptive Headlight Improvements,New Feature,7,701,E08,,"HW3,HW4",,2024-03-30,2024-05-17,2024-05-25,released,"HW3,HW4"
F0586,2024.20,"May 25, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-04-09,2024-05-12,2024-05-25,released,"HW3,HW4"
F0587,2024.20,"May 25, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-04-01,2024-05-12,2024-05-25,released,"HW3,HW4"
F0588,2024.20,"May 25, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-06,2024-05-12,2024-05-25,released,"HW3,HW4"
F0589,2024.20,"May 25, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-03,2024-05-16,2024-05-25,released,"HW3,HW4"
F0590,2024.20,"May 25, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-11,2024-05-12,2024-05-25,released,"HW3,HW4"
F0591,2024.20,"May 25, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-04-02,2024-05-15,2024-05-25,released,"HW3,HW4"
F0592,2024.20,"May 25, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-04-09,2024-05-11,2024-05-25,released,"HW3,HW4"
F0593,2024.20,"May 25, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-04-05,2024-05-12,2024-05-25,released,"HW3,HW4"
F0594,2024.20,"May 25, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-04-06,2024-05-13,2024-05-25,released,"HW3,HW4"
F0595,2024.20.1,"June 6, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-04-22,2024-05-29,2024-06-06,released,"HW3,HW4"
F0596,2024.20.1,"June 6, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-04-16,2024-05-30,2024-06-06,released,"HW3,HW4"
F0597,2024.20.1,"June 6, 2024",Adaptive Headlight Improvements,New Feature,7,701,E08,,"HW3,HW4",,2024-04-24,2024-05-29,2024-06-06,released,"HW3,HW4"
F0598,2024.20.1,"June 6, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-04-18,2024-05-30,2024-06-06,released,"HW3,HW4"
F0599,2024.20.1,"June 6, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-04-19,2024-05-23,2024-06-06,released,"HW3,HW4"
F0600,2024.20.1,"June 6, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-13,2024-05-30,2024-06-06,released,"HW3,HW4"
F0601,2024.20.1,"June 6, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-22,2024-05-25,2024-06-06,released,"HW3,HW4"
F0602,2024.20.1,"June 6, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-22,2024-05-26,2024-06-06,released,"HW3,HW4"
F0603,2024.20.1,"June 6, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-04-19,2024-05-26,2024-06-06,released,"HW3,HW4"
F0604,2024.20.1,"June 6, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-04-17,2024-05-28,2024-06-06,released,"HW3,HW4"
F0605,2024.20.1,"June 6, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-04-17,2024-05-23,2024-06-06,released,"HW3,HW4"
F0606,2024.20.1,"June 6, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-04-15,2024-05-24,2024-06-06,released,"HW3,HW4"
F0607,2024.20.10,"July 23, 2024",FSD (Supervised) v12.5,New Feature,1,104,E02,,"HW3,HW4",,2024-05-31,2024-07-10,2024-07-23,released,"HW3,HW4"
F0608,2024.20.10,"July 23, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E03,,"HW3,HW4",,2024-06-07,2024-07-10,2024-07-23,released,"HW3,HW4"
F0609,2024.20.10,"July 23, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,"HW3,HW4",,2024-06-08,2024-07-13,2024-07-23,released,"HW3,HW4"
F0610,2024.20.10,"July 23, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-05-30,2024-07-09,2024-07-23,released,"HW3,HW4"
F0611,2024.20.10,"July 23, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-06-05,2024-07-14,2024-07-23,released,"HW3,HW4"
F0612,2024.20.10,"July 23, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-06-07,2024-07-13,2024-07-23,released,"HW3,HW4"
F0613,2024.20.10,"July 23, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-05-28,2024-07-09,2024-07-23,released,"HW3,HW4"
F0614,2024.20.10,"July 23, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-06-03,2024-07-13,2024-07-23,released,"HW3,HW4"
F0615,2024.20.10,"July 23, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-06-05,2024-07-16,2024-07-23,released,"HW3,HW4"
F0616,2024.20.10,"July 23, 2024",OTA Recall,Undocumented Change,2,203,E07,,"HW3,HW4",,2024-05-30,2024-07-13,2024-07-23,released,"HW3,HW4"
F0617,2024.20.10,"July 23, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-05-29,2024-07-11,2024-07-23,released,"HW3,HW4"
F0618,2024.20.10,"July 23, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-06-08,2024-07-13,2024-07-23,released,"HW3,HW4"
F0619,2024.20.10,"July 23, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-05-28,2024-07-13,2024-07-23,released,"HW3,HW4"
F0620,2024.20.10,"July 23, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-06-05,2024-07-13,2024-07-23,released,"HW3,HW4"
F0621,2024.20.10,"July 23, 2024",Green Dot When Monitoring is Active,Undocumented Change,2,201,E03,,"HW3,HW4",,2024-05-30,2024-07-12,2024-07-23,released,"HW3,HW4"
F0622,2024.20.15,"July 27, 2024",FSD (Supervised) v12.5.1,New Feature,1,104,E02,,"HW3,HW4",,2024-06-07,2024-07-15,2024-07-27,released,"HW3,HW4"
F0623,2024.20.15,"July 27, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E07,,"HW3,HW4",,2024-06-10,2024-07-13,2024-07-27,released,"HW3,HW4"
F0624,2024.20.15,"July 27, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,"HW3,HW4",,2024-06-03,2024-07-13,2024-07-27,released,"HW3,HW4"
F0625,2024.20.15,"July 27, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-06-10,2024-07-15,2024-07-27,released,"HW3,HW4"
F0626,2024.20.15,"July 27, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-06-06,2024-07-17,2024-07-27,released,"HW3,HW4"
F0627,2024.20.15,"July 27, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-06-11,2024-07-14,2024-07-27,released,"HW3,HW4"
F0628,2024.20.15,"July 27, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-06-12,2024-07-15,2024-07-27,released,"HW3,HW4"
F0629,2024.20.15,"July 27, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-06-06,2024-07-17,2024-07-27,released,"HW3,HW4"
F0630,2024.20.15,"July 27, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-06-11,2024-07-13,2024-07-27,released,"HW3,HW4"
F0631,2024.20.15,"July 27, 2024",OTA Recall,Undocumented Change,2,203,E03,,"HW3,HW4",,2024-06-13,2024-07-15,2024-07-27,released,"HW3,HW4"
F0632,2024.20.15,"July 27, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-06-04,2024-07-13,2024-07-27,released,"HW3,HW4"
F0633,2024.20.15,"July 27, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-06-07,2024-07-20,2024-07-27,released,"HW3,HW4"
F0634,2024.20.15,"July 27, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-06-03,2024-07-20,2024-07-27,released,"HW3,HW4"
F0635,2024.20.15,"July 27, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-06-02,2024-07-17,2024-07-27,released,"HW3,HW4"
F0636,2024.20.15,"July 27, 2024",Green Dot When Monitoring is Active,Undocumented Change,2,201,E07,,"HW3,HW4",,2024-06-15,2024-07-17,2024-07-27,released,"HW3,HW4"
F0637,2024.20.3,"June 18, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-05-02,2024-06-11,2024-06-18,released,"HW3,HW4"
F0638,2024.20.3,"June 18, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-04-27,2024-06-04,2024-06-18,released,"HW3,HW4"
F0639,2024.20.3,"June 18, 2024",Adaptive Headlight Improvements,New Feature,7,701,E08,,"HW3,HW4",,2024-04-29,2024-06-05,2024-06-18,released,"HW3,HW4"
F0640,2024.20.3,"June 18, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-04-29,2024-06-07,2024-06-18,released,"HW3,HW4"
F0641,2024.20.3,"June 18, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-05-07,2024-06-05,2024-06-18,released,"HW3,HW4"
F0642,2024.20.3,"June 18, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-23,2024-06-10,2024-06-18,released,"HW3,HW4"
F0643,2024.20.3,"June 18, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-04,2024-06-08,2024-06-18,released,"HW3,HW4"
F0644,2024.20.3,"June 18, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-04-24,2024-06-06,2024-06-18,released,"HW3,HW4"
F0645,2024.20.3,"June 18, 2024",OTA Recall,Undocumented Change,2,203,E03,,"HW3,HW4",,2024-05-06,2024-06-06,2024-06-18,released,"HW3,HW4"
F0646,2024.20.3,"June 18, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-04-28,2024-06-08,2024-06-18,released,"HW3,HW4"
F0647,2024.20.3,"June 18, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-04-27,2024-06-10,2024-06-18,released,"HW3,HW4"
F0648,2024.20.3,"June 18, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-05-01,2024-06-05,2024-06-18,released,"HW3,HW4"
F0649,2024.20.3,"June 18, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-05-07,2024-06-11,2024-06-18,released,"HW3,HW4"
F0650,2024.20.6,"June 25, 2024",Autopark,New Feature,1,103,E02,,"HW3,HW4",,2024-05-07,2024-06-12,2024-06-25,released,"HW3,HW4"
F0651,2024.20.6,"June 25, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-04-30,2024-06-18,2024-06-25,released,"HW3,HW4"
F0652,2024.20.6,"June 25, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-04-30,2024-06-11,2024-06-25,released,"HW3,HW4"
F0653,2024.20.6,"June 25, 2024",Adaptive Headlight Improvements,New Feature,7,701,E08,,"HW3,HW4",,2024-04-30,2024-06-17,2024-06-25,released,"HW3,HW4"
F0654,2024.20.6,"June 25, 2024",Autopilot Suspension,New Feature,1,102,E01,,"HW3,HW4",,2024-05-12,2024-06-13,2024-06-25,released,"HW3,HW4"
F0655,2024.20.6,"June 25, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-05-05,2024-06-16,2024-06-25,released,"HW3,HW4"
F0656,2024.20.6,"June 25, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-10,2024-06-16,2024-06-25,released,"HW3,HW4"
F0657,2024.20.6,"June 25, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-05,2024-06-12,2024-06-25,released,"HW3,HW4"
F0658,2024.20.6,"June 25, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-08,2024-06-16,2024-06-25,released,"HW3,HW4"
F0659,2024.20.6,"June 25, 2024",OTA Recall,Undocumented Change,2,203,E07,,"HW3,HW4",,2024-05-14,2024-06-17,2024-06-25,released,"HW3,HW4"
F0660,2024.20.6,"June 25, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-05-01,2024-06-17,2024-06-25,released,"HW3,HW4"
F0661,2024.20.6,"June 25, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E02,,"HW3,HW4",,2024-05-02,2024-06-13,2024-06-25,released,"HW3,HW4"
F0662,2024.20.6,"June 25, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-05-02,2024-06-11,2024-06-25,released,"HW3,HW4"
F0663,2024.20.6,"June 25, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-05-09,2024-06-12,2024-06-25,released,"HW3,HW4"
F0664,2024.20.7,"June 30, 2024",DC Fast Charging,New Feature,4,401,E05,,"HW3,HW4",,2024-05-09,2024-06-17,2024-06-30,released,"HW3,HW4"
F0665,2024.20.7,"June 30, 2024",Autopark,New Feature,1,103,E01,,"HW3,HW4",,2024-05-07,2024-06-20,2024-06-30,released,"HW3,HW4"
F0666,2024.20.7,"June 30, 2024",Power Front Door,New Feature,3,302,E09,,"HW3,HW4",,2024-05-15,2024-06-21,2024-06-30,released,"HW3,HW4"
F0667,2024.20.7,"June 30, 2024",Headlights Adapt for Curves,New Feature,7,701,E08,,"HW3,HW4",,2024-05-08,2024-06-17,2024-06-30,released,"HW3,HW4"
F0668,2024.20.7,"June 30, 2024",Adaptive Headlight Improvements,New Feature,7,701,E08,,"HW3,HW4",,2024-05-18,2024-06-22,2024-06-30,released,"HW3,HW4"
F0669,2024.20.7,"June 30, 2024",Autopilot Suspension,New Feature,1,102,E02,,"HW3,HW4",,2024-05-12,2024-06-18,2024-06-30,released,"HW3,HW4"
F0670,2024.20.7,"June 30, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,4,401,E05,,"HW3,HW4",,2024-05-17,2024-06-22,2024-06-30,released,"HW3,HW4"
F0671,2024.20.7,"June 30, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-12,2024-06-17,2024-06-30,released,"HW3,HW4"
F0672,2024.20.7,"June 30, 2024",Hot Weather Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-18,2024-06-18,2024-06-30,released,"HW3,HW4"
F0673,2024.20.7,"June 30, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-05-10,2024-06-18,2024-06-30,released,"HW3,HW4"
F0674,2024.20.7,"June 30, 2024",OTA Recall,Undocumented Change,2,203,E03,,"HW3,HW4",,2024-05-15,2024-06-17,2024-06-30,released,"HW3,HW4"
F0675,2024.20.7,"June 30, 2024",Sharing Location Indicator,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-05-08,2024-06-20,2024-06-30,released,"HW3,HW4"
F0676,2024.20.7,"June 30, 2024",Autopilot Attention Warning,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-05-09,2024-06-17,2024-06-30,released,"HW3,HW4"
F0677,2024.20.7,"June 30, 2024",Tesla Atari Games Removed,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-05-15,2024-06-19,2024-06-30,released,"HW3,HW4"
F0678,2024.20.7,"June 30, 2024",Explicit Content Filter for TIDAL,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-05-17,2024-06-22,2024-06-30,released,"HW3,HW4"
F0679,2024.26,"July 3, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-05-18,2024-06-20,2024-07-03,released,
F0680,2024.26,"July 3, 2024",Go on Green,New Feature,1,102,E02,,,,2024-05-10,2024-06-25,2024-07-03,released,
F0681,2024.26,"July 3, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-05-19,2024-06-19,2024-07-03,released,
F0682,2024.26,"July 3, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-05-15,2024-06-25,2024-07-03,released,
F0683,2024.26,"July 3, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-05-22,2024-06-20,2024-07-03,released,
F0684,2024.26,"July 3, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-05-10,2024-06-21,2024-07-03,released,
F0685,2024.26,"July 3, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-05-16,2024-06-24,2024-07-03,released,
F0686,2024.26,"July 3, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-05-13,2024-06-23,2024-07-03,released,
F0687,2024.26,"July 3, 2024",Other Updates,New Feature,3,302,E09,,,,2024-05-20,2024-06-20,2024-07-03,released,
F0688,2024.26,"July 3, 2024",Other Updates,New Feature,3,302,E09,,,,2024-05-11,2024-06-19,2024-07-03,released,
F0689,2024.26,"July 3, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-05-17,2024-06-20,2024-07-03,released,
F0690,2024.26,"July 3, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-05-17,2024-06-25,2024-07-03,released,
F0691,2024.26,"July 3, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-05-13,2024-06-24,2024-07-03,released,
F0692,2024.26,"July 3, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-05-11,2024-06-19,2024-07-03,released,
F0693,2024.26,"July 3, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-05-10,2024-06-22,2024-07-03,released,
F0694,2024.26,"July 3, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-05-12,2024-06-19,2024-07-03,released,
F0695,2024.26,"July 3, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-05-19,2024-06-22,2024-07-03,released,
F0696,2024.26,"July 3, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-05-10,2024-06-20,2024-07-03,released,
F0697,2024.26.1,"July 13, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-05-23,2024-06-29,2024-07-13,released,
F0698,2024.26.1,"July 13, 2024",Go on Green,New Feature,1,102,E01,,,,2024-05-24,2024-06-30,2024-07-13,released,
F0699,2024.26.1,"July 13, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-05-20,2024-07-01,2024-07-13,released,
F0700,2024.26.1,"July 13, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-05-31,2024-07-03,2024-07-13,released,
F0701,2024.26.1,"July 13, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-05-22,2024-07-06,2024-07-13,released,
F0702,2024.26.1,"July 13, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-05-20,2024-07-01,2024-07-13,released,
F0703,2024.26.1,"July 13, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-06-01,2024-07-05,2024-07-13,released,
F0704,2024.26.1,"July 13, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-05-24,2024-07-03,2024-07-13,released,
F0705,2024.26.1,"July 13, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-05-26,2024-06-29,2024-07-13,released,
F0706,2024.26.1,"July 13, 2024",Other Updates,New Feature,3,302,E09,,,,2024-05-27,2024-07-06,2024-07-13,released,
F0707,2024.26.1,"July 13, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-05-28,2024-06-30,2024-07-13,released,
F0708,2024.26.1,"July 13, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-05-19,2024-07-04,2024-07-13,released,
F0709,2024.26.1,"July 13, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-05-27,2024-06-29,2024-07-13,released,
F0710,2024.26.1,"July 13, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-05-27,2024-06-29,2024-07-13,released,
F0711,2024.26.1,"July 13, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-05-21,2024-06-29,2024-07-13,released,
F0712,2024.26.1,"July 13, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-05-28,2024-07-06,2024-07-13,released,
F0713,2024.26.1,"July 13, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-05-19,2024-07-01,2024-07-13,released,
F0714,2024.26.1,"July 13, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E02,,,,2024-05-18,2024-07-03,2024-07-13,released,
F0715,2024.26.1,"July 13, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-05-24,2024-07-04,2024-07-13,released,
F0716,2024.26.1,"July 13, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-05-25,2024-07-03,2024-07-13,released,
F0717,2024.26.10,"August 9, 2024",FSD (Supervised) v12.5.1.3,New Feature,1,104,E01,,HW4,,2024-06-26,2024-07-27,2024-08-09,released,HW4
F0718,2024.26.10,"August 9, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E07,,,,2024-06-17,2024-07-30,2024-08-09,released,
F0719,2024.26.10,"August 9, 2024",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2024-06-22,2024-08-02,2024-08-09,released,HW4
F0720,2024.26.10,"August 9, 2024",Go on Green,New Feature,1,102,E01,,,,2024-06-24,2024-08-01,2024-08-09,released,
F0721,2024.26.10,"August 9, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-06-16,2024-07-31,2024-08-09,released,
F0722,2024.26.10,"August 9, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-06-25,2024-07-26,2024-08-09,released,
F0723,2024.26.10,"August 9, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-06-18,2024-07-26,2024-08-09,released,
F0724,2024.26.10,"August 9, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-06-19,2024-07-27,2024-08-09,released,
F0725,2024.26.10,"August 9, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-06-19,2024-08-01,2024-08-09,released,
F0726,2024.26.10,"August 9, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-06-15,2024-07-26,2024-08-09,released,
F0727,2024.26.10,"August 9, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-06-15,2024-07-29,2024-08-09,released,
F0728,2024.26.10,"August 9, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-06-18,2024-07-31,2024-08-09,released,
F0729,2024.26.10,"August 9, 2024",Other Updates,New Feature,3,302,E09,,,,2024-06-25,2024-07-29,2024-08-09,released,
F0730,2024.26.10,"August 9, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-06-23,2024-07-31,2024-08-09,released,
F0731,2024.26.10,"August 9, 2024",Reduce Fan Speed Option,Undocumented Change,3,302,E09,,,,2024-06-22,2024-07-31,2024-08-09,released,
F0732,2024.26.10,"August 9, 2024",New Key Required Screen,Undocumented Change,3,302,E09,,,,2024-06-22,2024-07-31,2024-08-09,released,
